chrom	start	end	name	strand	count_m	count_valid_m	percent_m
chr10	2908801	2908995	.	.	2175	3777	57.58538
chr10	3069357	3069393	.	.	2256	4377	51.542152
chr10	3240175	3240387	.	.	2106	3471	60.674156
chr10	3240590	3240760	.	.	2232	3685	60.569878
chr10	3640872	3641211	.	.	3494	6844	51.052017
chr10	4187313	4187457	.	.	2442	4685	52.1238
chr10	4333359	4333456	.	.	1867	3436	54.33644
chr10	5449567	5450126	.	.	3405	5574	61.087193
chr10	5583579	5583835	.	.	3860	6760	57.100594
chr10	5646583	5646795	.	.	2920	4826	60.505592
chr10	6143999	6144054	.	.	1914	3222	59.4041
chr10	6144101	6144146	.	.	2601	4335	60.000004
chr10	6204433	6204487	.	.	1898	3409	55.67615
chr10	6206525	6206606	.	.	3306	6581	50.235527
chr10	6347551	6347745	.	.	2782	5048	55.11094
chr10	6530595	6530821	.	.	2248	3882	57.908295
chr10	6562228	6562396	.	.	2037	3909	52.110516
chr10	6786649	6786679	.	.	1777	3520	50.482952
chr10	7407200	7407346	.	.	1912	3514	54.410927
chr10	8026918	8027030	.	.	2405	3981	60.411953
chr10	8121412	8121509	.	.	2893	5156	56.109386
chr10	8131437	8131521	.	.	1929	3355	57.496273
chr10	10999152	10999250	.	.	2409	4925	48.913704
chr10	11344732	11344875	.	.	4783	9062	52.78084
chr10	11678283	11678457	.	.	2075	3892	53.314487
chr10	12603137	12603308	.	.	2193	4546	48.24021
chr10	13158436	13158651	.	.	10300	18642	55.25158
chr10	13383669	13383701	.	.	2299	3942	58.32065
chr10	13834501	13834640	.	.	2016	3506	57.501423
chr10	13930209	13930381	.	.	2421	4527	53.479122
chr10	14184857	14184920	.	.	3144	5344	58.832336
chr10	14569818	14569969	.	.	1879	3425	54.861313
chr10	19814541	19814660	.	.	2136	3824	55.857742
chr10	20274496	20274623	.	.	1859	3725	49.90604
chr10	21030105	21030272	.	.	2537	4606	55.08033
chr10	21259705	21259877	.	.	2208	3768	58.59873
chr10	21507217	21507377	.	.	3925	6762	58.04496
chr10	22313627	22314388	.	.	2181	3788	57.576553
chr10	22584585	22584741	.	.	1770	3401	52.043514
chr10	24451126	24451692	.	.	2163	3915	55.249043
chr10	24466273	24466509	.	.	2412	4185	57.634407
chr10	24951750	24951971	.	.	2206	3451	63.9235
chr10	25492667	25493448	.	.	1810	3199	56.58018
chr10	27256785	27256816	.	.	2065	3668	56.297707
chr10	27413797	27413919	.	.	3579	7118	50.280975
chr10	27413943	27414116	.	.	6122	11263	54.354965
chr10	27414142	27414271	.	.	3324	6191	53.690838
chr10	27414399	27414477	.	.	4043	7052	57.331253
chr10	28924953	28925057	.	.	2189	3846	56.91628
chr10	28925402	28925432	.	.	2075	3720	55.77957
chr10	29784509	29784696	.	.	1846	3517	52.487915
chr10	30163628	30163840	.	.	3320	7347	45.188515
chr10	30163970	30164052	.	.	1740	3796	45.837723
chr10	30386953	30387285	.	.	1864	3613	51.591473
chr10	30554003	30554053	.	.	1858	3344	55.5622
chr10	30751933	30752180	.	.	2705	5184	52.179783
chr10	33196984	33197074	.	.	2017	3838	52.553413
chr10	35006134	35006436	.	.	1973	4023	49.043003
chr10	37218777	37220123	.	.	2534	4539	55.82727
chr10	37780769	37780828	.	.	2404	4322	55.6224
chr10	38095024	38095073	.	.	2362	4255	55.511166
chr10	38672853	38673821	.	.	1946	3322	58.57917
chr10	38941934	38941962	.	.	2931	5226	56.08496
chr10	38941982	38942017	.	.	2140	3924	54.536186
chr10	38942085	38942168	.	.	5992	10712	55.937267
chr10	38942302	38942360	.	.	2093	3754	55.753864
chr10	38942513	38942598	.	.	5543	9905	55.96163
chr10	38942673	38942746	.	.	5720	9542	59.945507
chr10	38953554	38953935	.	.	3902	6972	55.966724
chr10	39061774	39062396	.	.	1957	3653	53.572403
chr10	39304785	39305906	.	.	2295	4073	56.346672
chr10	39508506	39508575	.	.	2455	4070	60.319412
chr10	39534538	39535274	.	.	2043	3705	55.1417
chr10	39947889	39948204	.	.	10	16	62.5
chr10	39948691	39949032	.	.	7	12	58.333332
chr10	40732427	40732768	.	.	17	29	58.62069
chr10	41059891	41060082	.	.	16	28	57.14286
chr10	41169255	41169446	.	.	6	12	50
chr10	41230042	41230383	.	.	6	11	54.545456
chr10	41284932	41285238	.	.	10	17	58.823532
chr10	41831917	41832591	.	.	2505	4555	54.99451
chr10	42177027	42177070	.	.	4596	8226	55.871624
chr10	42177651	42177694	.	.	4636	9360	49.529915
chr10	42177957	42178135	.	.	3533	6506	54.30372
chr10	42242286	42242305	.	.	2015	3938	51.168106
chr10	42242391	42242423	.	.	2635	4781	55.113995
chr10	42275093	42276039	.	.	2456	4326	56.773003
chr10	42752870	42752981	.	.	1846	3518	52.472996
chr10	42898814	42898879	.	.	3191	6081	52.474922
chr10	43260259	43260540	.	.	3465	5826	59.474766
chr10	43395400	43395795	.	.	2095	3603	58.14599
chr10	43396359	43396375	.	.	1687	3348	50.388294
chr10	43451752	43451854	.	.	2405	4314	55.748726
chr10	44863862	44864319	.	.	7069	12860	54.968895
chr10	44864482	44864607	.	.	1644	3456	47.569447
chr10	44978019	44978114	.	.	1517	2941	51.581097
chr10	45601122	45601136	.	.	2217	3751	59.10424
chr10	46299756	46299891	.	.	1837	3215	57.138412
chr10	46579429	46579494	.	.	2235	4199	53.22696
chr10	46773782	46773966	.	.	2813	5369	52.39337
chr10	46774120	46774245	.	.	3199	6533	48.96678
chr10	46911251	46911264	.	.	2127	4453	47.76555
chr10	46911538	46911559	.	.	2739	4415	62.038506
chr10	47183531	47183680	.	.	2738	4517	60.61545
chr10	47566200	47566477	.	.	5059	8867	57.054245
chr10	48140391	48140507	.	.	5869	9558	61.40406
chr10	49158480	49158693	.	.	2114	3706	57.042633
chr10	49442274	49442295	.	.	2119	3744	56.59722
chr10	49679775	49679815	.	.	1843	3650	50.493153
chr10	49769182	49769314	.	.	2221	3589	61.883533
chr10	49771098	49771145	.	.	2335	4125	56.60606
chr10	50063331	50063386	.	.	2196	3694	59.447754
chr10	50101289	50101516	.	.	1943	3690	52.655827
chr10	50660006	50660176	.	.	2151	3951	54.44191
chr10	54801389	54801783	.	.	2101	3850	54.571426
chr10	55900058	55900355	.	.	2264	3797	59.62602
chr10	58615341	58615446	.	.	2307	4133	55.819016
chr10	59818216	59818336	.	.	1888	3898	48.435097
chr10	61621637	61621816	.	.	3764	6243	60.291527
chr10	61897433	61897617	.	.	5170	9753	53.00933
chr10	62306946	62307113	.	.	1730	3465	49.92785
chr10	63144474	63144515	.	.	2288	3827	59.785736
chr10	63239320	63239605	.	.	2726	4678	58.272766
chr10	64528438	64528706	.	.	2204	4245	51.919907
chr10	64924573	64924675	.	.	2291	4248	53.93126
chr10	69101074	69101307	.	.	2216	3743	59.203846
chr10	69696156	69696373	.	.	1898	3452	54.98262
chr10	70406043	70406137	.	.	1922	3644	52.74424
chr10	70727532	70727743	.	.	1651	3024	54.59656
chr10	70762962	70763521	.	.	2164	3606	60.011093
chr10	72325240	72325359	.	.	1880	3717	50.578423
chr10	73422562	73422780	.	.	2131	3674	58.00218
chr10	73816607	73816680	.	.	1485	2733	54.33589
chr10	73916198	73916274	.	.	2034	4326	47.018032
chr10	75007621	75008137	.	.	2110	3818	55.264538
chr10	75043614	75043636	.	.	1882	3338	56.381065
chr10	75405530	75405589	.	.	1472	3092	47.606728
chr10	75661270	75661383	.	.	1862	3425	54.36496
chr10	77714077	77714146	.	.	2197	3549	61.904762
chr10	78216932	78217055	.	.	1690	2940	57.482994
chr10	78936290	78936580	.	.	1846	3151	58.584576
chr10	79025585	79025721	.	.	2723	5088	53.51808
chr10	79101959	79102228	.	.	2055	3738	54.97592
chr10	79181614	79181882	.	.	2811	4706	59.732258
chr10	79274616	79274738	.	.	1791	3440	52.063953
chr10	79983516	79983543	.	.	2249	4236	53.09254
chr10	80186781	80186826	.	.	2137	4292	49.790306
chr10	80407710	80407773	.	.	2186	3894	56.137646
chr10	80465142	80465697	.	.	4533	7863	57.64975
chr10	84762437	84762514	.	.	2314	4274	54.14132
chr10	86263292	86263305	.	.	1980	3703	53.470158
chr10	86535487	86535520	.	.	2266	4040	56.089108
chr10	87407666	87407795	.	.	3852	7075	54.445232
chr10	89225297	89225619	.	.	4033	6893	58.508636
chr10	91608859	91608982	.	.	1802	3114	57.867695
chr10	93061165	93061199	.	.	2042	3362	60.737656
chr10	97184187	97184805	.	.	3229	5951	54.25979
chr10	97427204	97427231	.	.	2023	3624	55.822296
chr10	97578352	97578423	.	.	3765	6061	62.118465
chr10	98263769	98263921	.	.	1884	3500	53.828575
chr10	99522983	99523020	.	.	1966	3721	52.835262
chr10	99537847	99537891	.	.	2511	4736	53.01943
chr10	100661662	100661781	.	.	1996	3434	58.124638
chr10	101030033	101030063	.	.	1902	3337	56.997307
chr10	101047426	101047544	.	.	2640	4980	53.01205
chr10	101049254	101049542	.	.	1941	3348	57.97491
chr10	101486138	101486312	.	.	3658	6550	55.84733
chr10	101770759	101770858	.	.	2014	3627	55.527985
chr10	101829289	101829381	.	.	1649	3358	49.10661
chr10	102116211	102116284	.	.	1844	3341	55.193054
chr10	102625791	102625889	.	.	1838	3502	52.48429
chr10	103332942	103333075	.	.	1989	4313	46.11639
chr10	103452862	103453056	.	.	2433	4012	60.64307
chr10	103578912	103579064	.	.	2371	4202	56.42551
chr10	103661105	103661165	.	.	3431	5479	62.620914
chr10	103661314	103661360	.	.	2035	3427	59.381382
chr10	103661706	103661812	.	.	2550	4790	53.235905
chr10	104735659	104735815	.	.	1902	3871	49.13459
chr10	105485065	105485156	.	.	2232	3788	58.922916
chr10	105502000	105503257	.	.	1823	3210	56.791275
chr10	110458167	110458719	.	.	2219	3781	58.688175
chr10	112953261	112953384	.	.	2575	5331	48.302383
chr10	113058837	113058994	.	.	1945	3650	53.287674
chr10	114547603	114547901	.	.	6424	11562	55.56132
chr10	114874505	114874605	.	.	2241	3641	61.549026
chr10	114876643	114876861	.	.	2396	4444	53.915394
chr10	115094605	115094740	.	.	2052	3587	57.206577
chr10	116132764	116132923	.	.	3289	5548	59.282623
chr10	116809588	116809678	.	.	2218	4179	53.074898
chr10	117371206	117371341	.	.	3190	5572	57.250534
chr10	117675677	117675823	.	.	2060	3676	56.039173
chr10	117831281	117831459	.	.	2257	3999	56.439106
chr10	117838740	117838759	.	.	1861	3567	52.172695
chr10	119142982	119143085	.	.	2134	3655	58.385773
chr10	119222619	119222845	.	.	2252	4381	51.40379
chr10	119371256	119371333	.	.	2276	4470	50.917225
chr10	119428986	119429085	.	.	2858	4830	59.171844
chr10	119818624	119818657	.	.	2551	3894	65.51104
chr10	120011287	120011434	.	.	2694	4558	59.104874
chr10	121709775	121709976	.	.	2031	3469	58.547134
chr10	121975592	121975633	.	.	2045	3652	55.996716
chr10	122112437	122112529	.	.	2363	4394	53.777878
chr10	122468961	122469023	.	.	2209	3862	57.198345
chr10	122818899	122818926	.	.	2339	4269	54.790348
chr10	122879179	122879256	.	.	2659	4524	58.775417
chr10	124063747	124063925	.	.	2097	3835	54.680573
chr10	124370698	124370868	.	.	2310	4457	51.828587
chr10	124370977	124371049	.	.	1849	3551	52.069836
chr10	124389945	124390020	.	.	2056	3532	58.210648
chr10	124596063	124596135	.	.	1736	3391	51.19434
chr10	124676325	124676549	.	.	1800	3414	52.724075
chr10	125370804	125370835	.	.	2329	4381	53.161377
chr10	125774034	125774176	.	.	8825	15021	58.751083
chr10	125774186	125774239	.	.	3711	5920	62.68581
chr10	125980098	125980290	.	.	1946	3575	54.433567
chr10	127081943	127082193	.	.	2073	3630	57.107437
chr10	127194902	127194940	.	.	2130	3521	60.49418
chr10	127310599	127310751	.	.	2162	3604	59.988903
chr10	127738581	127738641	.	.	3293	5278	62.391056
chr10	127738675	127738725	.	.	2541	4361	58.266457
chr10	127991667	127991831	.	.	1731	2924	59.199726
chr10	128051450	128051768	.	.	2228	3840	58.020836
chr10	128066097	128066161	.	.	2327	3743	62.169384
chr10	128907456	128907547	.	.	3523	6594	53.427357
chr10	129898900	129898954	.	.	2263	3804	59.490013
chr10	129956346	129956474	.	.	2061	3888	53.00926
chr10	129956659	129957074	.	.	1966	3894	50.48793
chr10	130300700	130300995	.	.	6165	11302	54.54787
chr10	130301868	130301960	.	.	1804	3531	51.090343
chr10	130628349	130628500	.	.	3108	5302	58.619385
chr10	130743080	130743181	.	.	2542	4021	63.218105
chr10	131048503	131048901	.	.	3287	5873	55.967987
chr10	131085302	131085391	.	.	2079	4027	51.626522
chr10	131156030	131156085	.	.	2153	3533	60.939713
chr10	131357751	131357867	.	.	2532	4607	54.959846
chr10	131440735	131440807	.	.	1798	3293	54.60067
chr10	131744094	131744241	.	.	2891	5346	54.077816
chr10	131979695	131979905	.	.	1913	3588	53.316612
chr10	131979947	131980132	.	.	6586	12663	52.009792
chr10	132001305	132001429	.	.	2170	3693	58.759815
chr10	132023454	132023621	.	.	2256	3983	56.64072
chr10	132099236	132099422	.	.	1179	2482	47.502014
chr10	132142763	132142926	.	.	1725	3226	53.47179
chr10	132164842	132164892	.	.	1984	3573	55.52757
chr10	132248999	132249120	.	.	4750	7843	60.563557
chr10	132249149	132249203	.	.	2128	4097	51.94045
chr10	132266695	132266773	.	.	1950	3571	54.606552
chr10	132355894	132355928	.	.	1714	3521	48.67935
chr10	132420031	132420118	.	.	1455	2704	53.809174
chr10	132517459	132517503	.	.	1821	3585	50.794975
chr10	132518517	132518726	.	.	3488	5740	60.76655
chr10	132518772	132518879	.	.	3285	5778	56.85358
chr10	132548650	132548712	.	.	2305	3983	57.870953
chr10	132717147	132717298	.	.	1602	3206	49.968807
chr10	132810798	132810930	.	.	2713	4913	55.22084
chr10	132847917	132847998	.	.	1976	3678	53.72485
chr10	132943317	132943347	.	.	2589	4464	57.99731
chr10	132964827	132965519	.	.	20634	36348	56.76791
chr10	132971933	132972059	.	.	2676	4570	58.5558
chr10	132984713	132984860	.	.	3565	6357	56.07991
chr10	132987829	132988072	.	.	3634	5909	61.499405
chr10	132994397	132994472	.	.	2112	3427	61.628246
chr10	133012837	133012853	.	.	1625	2938	55.30974
chr10	133030953	133031036	.	.	3854	7009	54.986446
chr10	133090261	133090398	.	.	2323	3671	63.27976
chr10	133091178	133091356	.	.	2089	3648	57.264256
chr10	133123023	133123090	.	.	2259	4118	54.856728
chr10	133220609	133220648	.	.	1855	3494	53.091015
chr10	133220673	133220706	.	.	1923	3238	59.38851
chr10	133225964	133226148	.	.	2180	4205	51.84304
chr10	133231648	133231742	.	.	2261	4263	53.03777
chr10	133326955	133326982	.	.	1961	3698	53.028667
chr10	133433072	133433133	.	.	1966	3740	52.566845
chr10	133446226	133446289	.	.	1836	3825	48
chr10	133446347	133446407	.	.	3211	5665	56.681377
chr10	133459919	133459947	.	.	2086	3498	59.63408
chr10	133465257	133465300	.	.	3876	6844	56.63355
chr10	133565558	133565627	.	.	2531	4776	52.994137
chr10	133568769	133569052	.	.	9073	17577	51.618595
chr10	133569088	133569122	.	.	3302	6569	50.266403
chr10	133569675	133569735	.	.	2327	3883	59.927895
chr10	133604987	133605961	.	.	2054	3655	56.196987
chr10	133648677	133648904	.	.	2971	5102	58.232063
chr10	133649209	133649235	.	.	1978	3916	50.510723
chr10	133664508	133664548	.	.	2146	4223	50.81695
chr10	133666106	133666135	.	.	1421	2969	47.861233
chr10	133666163	133666184	.	.	1673	3140	53.28025
chr10	133666303	133666364	.	.	2011	3416	58.87002
chr10	133667740	133667792	.	.	2431	4136	58.776592
chr10	133667893	133667970	.	.	4053	6845	59.211105
chr10	133668363	133668540	.	.	6942	12984	53.4658
chr10	133668670	133668717	.	.	2877	4940	58.238865
chr10	133668831	133668877	.	.	3617	6191	58.42352
chr10	133669165	133669229	.	.	2050	4039	50.75514
chr10	133669315	133669433	.	.	6723	11924	56.382084
chr10	133671039	133671091	.	.	2344	3723	62.95998
chr10	133671192	133671237	.	.	2197	3449	63.69962
chr10	133671662	133671740	.	.	2704	5180	52.20077
chr10	133671804	133671937	.	.	3563	6558	54.33059
chr10	133671975	133672016	.	.	2052	3449	59.49551
chr10	133672092	133672136	.	.	2293	3992	57.43988
chr10	133672183	133672229	.	.	3792	7034	53.90958
chr10	133672444	133672484	.	.	1760	3450	51.014496
chr10	133672588	133672675	.	.	4683	7918	59.143723
chr10	133672798	133672828	.	.	1693	3245	52.172573
chr10	133674961	133675039	.	.	2843	5207	54.59958
chr10	133675103	133675236	.	.	3959	6825	58.007324
chr10	133675391	133675435	.	.	2563	4203	60.980255
chr10	133675482	133675528	.	.	3782	6577	57.50342
chr10	133675743	133675783	.	.	2001	3702	54.051865
chr10	133675887	133675919	.	.	2300	3746	61.398827
chr10	133675928	133675974	.	.	2449	3993	61.332333
chr10	133676097	133676127	.	.	2219	4058	54.682114
chr10	133678271	133678349	.	.	2990	5403	55.33963
chr10	133678413	133678546	.	.	3929	6749	58.21603
chr10	133678792	133678873	.	.	4595	8265	55.595886
chr10	133679053	133679093	.	.	1895	3381	56.048508
chr10	133679197	133679229	.	.	2016	3291	61.257977
chr10	133679407	133679437	.	.	1841	3395	54.226803
chr10	133687956	133688446	.	.	27409	46358	59.124638
chr10	133740609	133740661	.	.	791	1244	63.58521
chr10	133741232	133741310	.	.	2400	4317	55.594166
chr10	133741374	133741507	.	.	4037	6677	60.46128
chr10	133741758	133741791	.	.	3654	6442	56.721516
chr10	133741866	133741959	.	.	5464	9469	57.704086
chr10	133742014	133742054	.	.	3203	5285	60.60549
chr10	133744561	133744620	.	.	6021	10339	58.235806
chr10	133745085	133745105	.	.	4675	7986	58.539944
chr10	133745324	133745364	.	.	5018	8232	60.95724
chr10	133747871	133747930	.	.	5597	9397	59.56156
chr10	133748395	133748411	.	.	3550	6178	57.46196
chr10	133751180	133751239	.	.	3401	5716	59.499653
chr10	133751303	133751371	.	.	3586	5667	63.278633
chr10	133751943	133751983	.	.	2572	4251	60.50341
chr10	133752297	133752327	.	.	2597	4359	59.57788
chr10	133754479	133754538	.	.	5125	8284	61.86625
chr10	133755003	133755019	.	.	4088	6925	59.032494
chr10	133787261	133787262	.	.	9	14	64.28571
chr11	281750	281843	.	.	2064	3742	55.15767
chr11	287827	287920	.	.	2291	4033	56.80635
chr11	314845	314948	.	.	1899	3754	50.58604
chr11	315995	316016	.	.	2056	3877	53.030693
chr11	316037	316079	.	.	1689	3321	50.858177
chr11	316130	316221	.	.	2852	5382	52.991455
chr11	325957	326049	.	.	4531	7567	59.87842
chr11	331073	331273	.	.	4658	7948	58.605938
chr11	370208	370276	.	.	1839	3250	56.584614
chr11	396654	396892	.	.	5689	11476	49.57302
chr11	397076	397142	.	.	1510	3333	45.30453
chr11	397384	397461	.	.	2020	4548	44.415127
chr11	420265	420324	.	.	2413	4196	57.507153
chr11	451378	451441	.	.	1907	3480	54.798855
chr11	532394	532474	.	.	1865	3289	56.704163
chr11	569367	569460	.	.	2482	4491	55.266087
chr11	637749	637780	.	.	1984	3955	50.16435
chr11	653243	653378	.	.	3045	5805	52.45478
chr11	783604	783829	.	.	5219	9008	57.93739
chr11	821776	821812	.	.	1766	3105	56.876003
chr11	925341	925393	.	.	3267	5806	56.26938
chr11	1049475	1049539	.	.	2021	3608	56.014412
chr11	1082838	1082957	.	.	1850	3156	58.618504
chr11	1317887	1317993	.	.	2572	4229	60.81816
chr11	1545890	1546023	.	.	1840	3209	57.338734
chr11	1661328	1661429	.	.	1657	3022	54.831238
chr11	1729436	1729508	.	.	1630	3258	50.030697
chr11	1746847	1746943	.	.	2281	4205	54.24495
chr11	1751541	1751989	.	.	2041	3558	57.36369
chr11	1759428	1759506	.	.	2233	3947	56.57461
chr11	1854218	1854307	.	.	2022	3136	64.477036
chr11	1871109	1871133	.	.	1945	3345	58.14649
chr11	1871144	1871284	.	.	3644	6197	58.802647
chr11	1876587	1876641	.	.	1538	2789	55.145218
chr11	1877472	1877563	.	.	2386	4428	53.884377
chr11	1926512	1926597	.	.	1854	3411	54.353565
chr11	1969863	1969901	.	.	1055	1798	58.676308
chr11	1997779	1998167	.	.	1987	3950	50.3038
chr11	1998335	1998835	.	.	4450	9002	49.433456
chr11	1999048	1999367	.	.	2977	5054	58.90384
chr11	1999800	2000035	.	.	2457	5130	47.894737
chr11	2000107	2000487	.	.	2129	4163	51.141006
chr11	2000716	2001094	.	.	2337	4802	48.66722
chr11	2001123	2001324	.	.	1126	2162	52.081406
chr11	2001914	2002936	.	.	6203	12744	48.673885
chr11	2002988	2003197	.	.	1980	3766	52.575676
chr11	2132534	2132836	.	.	1897	3523	53.846157
chr11	2132926	2133019	.	.	2256	4200	53.714287
chr11	2133062	2133109	.	.	2233	4282	52.148525
chr11	2133340	2133463	.	.	2859	4913	58.19255
chr11	2147624	2147802	.	.	1662	3190	52.10031
chr11	2148059	2148540	.	.	3653	6647	54.957123
chr11	2316555	2316639	.	.	1738	3475	50.01439
chr11	2365968	2366283	.	.	2094	4101	51.06072
chr11	2399604	2399786	.	.	2000	3379	59.18911
chr11	2416216	2416247	.	.	1708	3140	54.394905
chr11	2698156	2699497	.	.	17748	35237	50.36751
chr11	2699523	2700153	.	.	26336	53850	48.906223
chr11	2700178	2701110	.	.	25370	51505	49.257355
chr11	2792065	2792095	.	.	2317	4418	52.444546
chr11	2792124	2792201	.	.	2772	5118	54.16178
chr11	2796034	2796102	.	.	2041	3545	57.574047
chr11	2803999	2804049	.	.	1623	3126	51.919388
chr11	2870059	2870106	.	.	2157	3549	60.777683
chr11	2909163	2909216	.	.	2844	4798	59.274696
chr11	3051847	3052281	.	.	6640	12705	52.26289
chr11	3223326	3223418	.	.	2883	5243	54.987602
chr11	3228021	3228112	.	.	2066	3359	61.5064
chr11	5597121	5597646	.	.	2279	3895	58.51091
chr11	7251289	7251461	.	.	1853	3559	52.06519
chr11	8832934	8833074	.	.	2350	3875	60.645164
chr11	9759238	9759270	.	.	2273	3869	58.74903
chr11	10601035	10601109	.	.	2129	4619	46.092228
chr11	11156598	11156762	.	.	1794	3798	47.235386
chr11	12824316	12824782	.	.	1896	3605	52.59362
chr11	13487538	13487774	.	.	4020	6738	59.66162
chr11	15651213	15651310	.	.	3632	6654	54.58371
chr11	15670757	15670894	.	.	2174	3443	63.14261
chr11	16807082	16807157	.	.	2198	4052	54.244816
chr11	16926204	16926413	.	.	1754	2959	59.276783
chr11	17601364	17601599	.	.	1968	3580	54.972065
chr11	18209130	18209146	.	.	2131	3575	59.608395
chr11	18412135	18412234	.	.	2605	4729	55.08564
chr11	18455804	18455950	.	.	4679	8637	54.173904
chr11	20196986	20197509	.	.	2285	3811	59.958015
chr11	22528499	22528845	.	.	2618	4793	54.621323
chr11	25237798	25240032	.	.	2533	4121	61.465664
chr11	30150522	30151091	.	.	2568	4352	59.00735
chr11	30565101	30565475	.	.	4907	8498	57.743
chr11	31796128	31796226	.	.	1890	3603	52.456284
chr11	32073343	32073565	.	.	1842	3748	49.14621
chr11	32430703	32430748	.	.	1702	3311	51.40441
chr11	33991445	33991524	.	.	1731	3481	49.727093
chr11	35477881	35478193	.	.	2043	3990	51.203007
chr11	36362017	36362335	.	.	4383	7783	56.31505
chr11	40118991	40119902	.	.	2532	3997	63.34751
chr11	40291903	40292334	.	.	2022	4217	47.948776
chr11	40339891	40341112	.	.	2397	3867	61.986034
chr11	41534642	41535372	.	.	1998	3638	54.920284
chr11	42571293	42571302	.	.	1559	2641	59.03067
chr11	44037421	44037437	.	.	1930	3279	58.85941
chr11	44335746	44335807	.	.	1559	3296	47.29976
chr11	44338185	44338253	.	.	1744	3641	47.89893
chr11	44520263	44520320	.	.	2365	4280	55.25701
chr11	44775705	44776067	.	.	2119	3746	56.56701
chr11	44957268	44957309	.	.	1927	3452	55.822712
chr11	45145357	45145469	.	.	2379	4269	55.72734
chr11	45556246	45556675	.	.	2511	4216	59.558823
chr11	45564100	45564253	.	.	2388	4220	56.587677
chr11	45650324	45650376	.	.	3684	6521	56.494404
chr11	45650462	45650594	.	.	6346	12081	52.528763
chr11	45900677	45900896	.	.	2248	4138	54.32576
chr11	45929728	45929982	.	.	1793	3286	54.564823
chr11	47261391	47261448	.	.	3322	5704	58.23983
chr11	47427217	47427258	.	.	1797	3899	46.08874
chr11	47508830	47508988	.	.	2391	4489	53.263535
chr11	48587142	48588441	.	.	1418	2418	58.64351
chr11	48762999	48763983	.	.	2382	3889	61.24968
chr11	49048920	49049019	.	.	2411	4540	53.10573
chr11	49050096	49050123	.	.	2196	3541	62.01638
chr11	49852015	49852232	.	.	6807	12424	54.78912
chr11	49852273	49852298	.	.	1822	3415	53.352856
chr11	49892263	49892316	.	.	3015	5513	54.68892
chr11	50214556	50215094	.	.	2027	3525	57.503544
chr11	50415824	50417117	.	.	2166	3838	56.435646
chr11	54656534	54659215	.	.	3308	5684	58.198452
chr11	54783505	54785106	.	.	2193	3844	57.04995
chr11	54839516	54840615	.	.	1864	3615	51.562935
chr11	55079979	55080360	.	.	2221	4082	54.409607
chr11	55174658	55175796	.	.	2261	4029	56.11814
chr11	55837684	55838740	.	.	2046	3552	57.60135
chr11	55873241	55873304	.	.	1877	3711	50.579357
chr11	55873314	55873342	.	.	2195	4327	50.72799
chr11	56972754	56973798	.	.	2400	4076	58.88126
chr11	57106033	57106483	.	.	2056	3677	55.915146
chr11	57236732	57236789	.	.	1823	3720	49.00538
chr11	57376837	57376893	.	.	2177	3444	63.21138
chr11	57652398	57652471	.	.	2244	4313	52.02875
chr11	58830762	58830865	.	.	3876	7080	54.74576
chr11	58830881	58831121	.	.	6657	11252	59.162815
chr11	59063013	59063137	.	.	2760	4834	57.095573
chr11	59730435	59730554	.	.	2081	4171	49.892113
chr11	60019502	60019608	.	.	3995	7212	55.393784
chr11	60971879	60972091	.	.	2209	3653	60.470844
chr11	61026061	61026157	.	.	2399	4373	54.859364
chr11	61507542	61507882	.	.	2737	4474	61.175682
chr11	61553451	61553544	.	.	1718	3206	53.587025
chr11	62371149	62371432	.	.	13226	25698	51.467045
chr11	62501514	62501763	.	.	3238	5934	54.566902
chr11	62505903	62505946	.	.	2228	3846	57.930313
chr11	62541040	62541320	.	.	2914	5178	56.276554
chr11	62602672	62602706	.	.	1633	3391	48.156887
chr11	62602740	62602824	.	.	3911	6860	57.011665
chr11	62620619	62620746	.	.	1847	3353	55.085
chr11	62653952	62653985	.	.	2064	3887	53.10008
chr11	62688210	62688234	.	.	1991	3663	54.35435
chr11	62803893	62803963	.	.	1842	3272	56.29584
chr11	63242239	63242771	.	.	1975	3416	57.81616
chr11	63838305	63838367	.	.	2181	3765	57.928288
chr11	63961607	63961712	.	.	2166	3620	59.834255
chr11	64006564	64006707	.	.	1965	3285	59.81735
chr11	64034311	64034559	.	.	2773	5085	54.53294
chr11	64341518	64341591	.	.	1803	3336	54.04676
chr11	64490885	64491011	.	.	2574	4466	57.635468
chr11	64687758	64687901	.	.	2157	3527	61.15679
chr11	64711971	64712074	.	.	3429	6114	56.084396
chr11	64854164	64854301	.	.	3187	5590	57.012524
chr11	64860235	64860288	.	.	2261	3674	61.540558
chr11	65214346	65214385	.	.	1753	2907	60.302715
chr11	65539860	65539885	.	.	2110	3742	56.38696
chr11	65553892	65553948	.	.	3479	6144	56.624348
chr11	65776034	65776137	.	.	2285	4190	54.534607
chr11	65909300	65909346	.	.	2204	3748	58.804695
chr11	66051432	66051558	.	.	1853	3232	57.33292
chr11	66546993	66547042	.	.	2180	4284	50.887024
chr11	66595328	66595488	.	.	2079	3957	52.539803
chr11	67055946	67056010	.	.	2545	5096	49.94113
chr11	67071483	67071530	.	.	2887	5437	53.099136
chr11	67367618	67367663	.	.	1663	3093	53.76657
chr11	67407151	67407626	.	.	4038	6694	60.322678
chr11	67438170	67438242	.	.	1867	3217	58.03544
